72,39
93,7
131,95
134,97
136,64
165,92
169,66
170,35
192,46
208,67
248,77
277,79
289,20
296,13
337,1
339,70
343,79
350,67
357,1
396,60
421,49
423,12
437,1
440,5
444,86
477,61
527,84
535,86
537,69
547,50
568,62
573,30
594,40
614,91
640,42
657,52
685,88
687,5
698,67
700,67
702,23
711,11
715,1
716,33
722,52
726,15
731,51
757,86
769,82
779,41
784,82
789,11
801,23
817,1
835,79
844,99
859,37
869,1
872,80
894,56
900,49
904,75
912,82
918,22
926,42
938,35
948,73
962,76
967,41
998,98
1008,46
1017,35
1029,93
1059,99
1080,79
1086,92
1097,56
1107,20
1147,15
1170,43
1213,30
1218,91
1255,60
1257,22
1267,79
1272,22
1282,58
1286,64
1289,35
1310,23
1329,24
1358,19
1367,13
1387,33
1399,13
1414,94
1419,5
1445,62
1447,14
1453,98
1457,80
1473,45
1508,5
1539,33
1556,35
1601,0
1604,35
1626,62
1646,46
1660,30
1686,72
1692,85
1708,94
1768,22
1773,55
1784,37
1786,1
1797,82
1853,62
1860,84
1881,40
1903,56
1933,69
1953,49
1971,54
1986,4
1991,40
1994,73
1996,17
2002,76
2006,93
2026,40
2028,95
2039,67
2063,57
2098,58
2109,56
2128,88
2136,35
2156,66
2164,39
2166,39
2245,13
2252,57
2257,66
2272,28
2289,79
2292,41
2309,52
2321,13
2332,97
2352,23
2388,31
2393,42
2400,20
2416,35
2451,18
2457,65
2460,13
2463,65
2479,55
2490,56
2526,62
2530,67
2544,46
2562,37
2569,57
2571,96
2573,40
2589,3
2595,23
2633,66
2656,11
2663,72
2668,79
2699,46
2706,27
2742,5
2747,18
2756,74
2758,74
2767,73
2771,8
2791,60
2798,52
2807,53
2811,65
2856,88
2859,60
2869,96
2875,72
2889,18
2933,47
2956,94
3001,95
3008,15
3029,24
3052,19
3056,85
3062,13
3080,49
3095,49
3100,61
3104,82
3109,57
3116,15
3134,83
3138,1
3140,53
3149,1
3157,70
3162,22
3270,96
3274,59
3281,58
3312,73
3324,79
3337,6
3340,18
3411,49
3413,57
3432,65
3499,39
3519,95
3545,83
3565,82
3593,76
3613,76
3623,28
3691,28
3718,69
3730,11
3740,12
3750,78
3754,86
3762,73
3774,69
3782,76
3789,30
3815,44
3862,30
3866,73
3874,83
3878,21
3883,78
3888,88
3916,49
3919,84
3928,28
3938,13
3940,64
3943,73
3957,65
3978,90
3996,87
4000,91
4010,35
4014,11
4022,49
4030,65
4039,17
4062,91
4094,84
4103,77
4119,83
4139,7
4150,74
4206,13
4207,42
4214,48
4219,20
4224,59
4227,65
4230,84
4242,70
4246,30
4251,61
4261,68
4265,93
4267,84
4291,68
4294,70
4353,30
4366,58
4377,58
4394,25
4409,84
4416,82
4428,7
4435,86
4438,74
4453,41
4472,81
4482,72
4490,68
4492,14
4499,44
4505,84
4513,30
4530,13
4550,30
4554,89
4579,69
4582,83
4622,30
4642,30
4659,25
4674,83
4679,76
4710,70
4721,21
4739,14
4763,87
4802,84
4811,30
4824,76
4834,42
4835,26
4841,89
4844,14
4855,49
4864,37
4871,71
4894,84
4937,77
4944,24
4957,62
4959,62
4962,50
4976,84
5005,35
5011,30
5029,84
5030,23
5046,6
5054,72
5061,28
5066,5
5080,34
5093,91
5107,7
5117,8
5121,48
5128,12
5132,7
5134,78
